chapter	verse	witness	kind	category	from	to	left_ctx	right_ctx	witness_text	edition_text
SS.5.2	SS.5.2.15	K	grouped-minor	punctuation	.		ra	kī	pra.kīrtitau	prakīrtitau
SS.5.2	SS.5.2.15	H	grouped-minor	degemination	t		rt	it	prakīrttitau	prakīrtitau
SS.5.2	SS.5.2.19ab	H	grouped-minor	degemination	g			gu	gguṇaiḥ	guṇaiḥ
SS.5.2	SS.5.2.21	H	grouped-minor	degemination	m		ar	ma	marmmabandhāñ	marmabandhāñ
SS.5.2	SS.5.2.21	H	editorial-surface	insertion		a	ik	ra	saukṣmyāc charīrāvayavān praviśed vikrayeta	saukṣmyāc charīrāvayavān praviśed vikaroti
SS.5.2	SS.5.2.21	H	editorial-surface	other	aye	o	kr	ta	saukṣmyāc charīrāvayavān praviśed vikrayeta	saukṣmyāc charīrāvayavān praviśed vikaroti
SS.5.2	SS.5.2.21	H	editorial-surface	other	a	i	et		saukṣmyāc charīrāvayavān praviśed vikrayeta	saukṣmyāc charīrāvayavān praviśed vikaroti
SS.5.2	SS.5.2.22	H	grouped-minor	nasal-anusvara	m	ṃ	ti		vyavāyāt prakṛtim	vyavāyāt prakṛtiṃ
SS.5.2	SS.5.2.23	H	grouped-minor	degemination	d			du	dduścikitsañ ca	duścikitsañ ca
SS.5.2	SS.5.2.23	H	grouped-minor	degemination	n		rn	ir	lāghavāt | durnnirharam	lāghavāt | durnirharam
SS.5.2	SS.5.2.24	H	grouped-minor	degemination	t		rt	ya	marttyaṃ	martyaṃ
SS.5.2	SS.5.2.27	H	grouped-minor	punctuation	 		na	pu	bhinna purīṣa varṇṇo	bhinnapurīṣavarṇo
SS.5.2	SS.5.2.27	H	grouped-minor	punctuation	 		ṣa	va	bhinna purīṣa varṇṇo	bhinnapurīṣavarṇo
SS.5.2	SS.5.2.27	H	grouped-minor	degemination	ṇ		rṇ	o	bhinna purīṣa varṇṇo	bhinnapurīṣavarṇo
SS.5.2	SS.5.2.27	K	grouped-minor	punctuation	 		ha	va	vidagdha vairasya yutaḥ	vidagdhavairasyayutaḥ
SS.5.2	SS.5.2.27	K	grouped-minor	punctuation	 		ya	yu	vidagdha vairasya yutaḥ	vidagdhavairasyayutaḥ
SS.5.2	SS.5.2.27	H	grouped-minor	punctuation	 		ha	va	vidagdha vairasya yutaḥ	vidagdhavairasyayutaḥ
SS.5.2	SS.5.2.27	H	grouped-minor	punctuation	 		ya	yu	vidagdha vairasya yutaḥ	vidagdhavairasyayutaḥ
SS.5.2	SS.5.2.27	H	grouped-minor	degemination	t		rt	yo	gadgadavākyamarttyo	gadgadavākyamartyo
SS.5.2	SS.5.2.28	H	grouped-minor	punctuation	 		ha	vā	kapha vātarogī	kaphavātarogī
SS.5.2	SS.5.2.28	K	grouped-minor	nasal-anusvara	ṃ	ṅ	hā	go	bhavet samudhvastaśiroruhāṃgo	bhavet samudhvastaśiroruhāṅgo
SS.5.2	SS.5.2.28	H	grouped-minor	degemination	d		mu	dh	bhavet samuddhvastaśiroruhāṅgo	bhavet samudhvastaśiroruhāṅgo
SS.5.2	SS.5.2.29	H	grouped-minor	punctuation	 		la	du	śītānila durddineṣu	śītāniladurdineṣu
SS.5.2	SS.5.2.29	H	grouped-minor	degemination	d		ur	di	śītānila durddineṣu	śītāniladurdineṣu
SS.5.2	SS.5.2.29	K	grouped-minor	nasal-anusvara	ṃ	m	ga		liṅgaṃ	liṅgam
SS.5.2	SS.5.2.29	H	grouped-minor	nasal-anusvara	ṃ	m	ga		liṅgaṃ	liṅgam
SS.5.2	SS.5.2.30	K	grouped-minor	nasal-anusvara	ṃ	m	da		athavāṅgamardaṃ	athavāṅgamardam
SS.5.2	SS.5.2.30	H	grouped-minor	degemination	d		rd	aṃ	athavāṅgamarddaṃ	athavāṅgamardam
SS.5.2	SS.5.2.30	H	grouped-minor	nasal-anusvara	ṃ	m	da		athavāṅgamarddaṃ	athavāṅgamardam
SS.5.2	SS.5.2.30	K	grouped-minor	punctuation	 		la	ko	maṇḍala koṭhatāñ	maṇḍalakoṭhatāñ
SS.5.2	SS.5.2.30	H	grouped-minor	punctuation	 		la	ko	maṇḍala koṭhatāñ	maṇḍalakoṭhatāñ
SS.5.2	SS.5.2.31	H	grouped-minor	nasal-anusvara	n	ṃ	mā	sa	mānsakṣayam	māṃsakṣayaṃ
SS.5.2	SS.5.2.31	H	grouped-minor	nasal-anusvara	m	ṃ	ya		mānsakṣayam	māṃsakṣayaṃ
SS.5.2	SS.5.2.31	K	editorial-surface	nasal-anusvara		ñ	ka		pralepaka	pralepakañ
SS.5.2	SS.5.2.31	H	editorial-surface	other	ś	ñ	ka		pralepakaś	pralepakañ
SS.5.2	SS.5.2.31	H	grouped-minor	degemination	d		rd	im	charddim	chardim
SS.5.2	SS.5.2.31	H	grouped-minor	other	m̐	ṃ	rā	ś 	śvāsatṛṣājvarām̐ś ca	śvāsatṛṣājvarāṃś ca
SS.5.2	SS.5.2.31	H	grouped-minor	nasal-anusvara	ñ	ṃ	hi		kuryāt pravṛddhiñ	kuryāt pravṛddhiṃ
SS.5.2	SS.5.2.32	H	grouped-minor	nasal-anusvara	ṃ	m	ra		śukraṃ	śukram
SS.5.2	SS.5.2.32	H	grouped-minor	other	m̐	ṃ	rā	ś 	tān vikārām̐ś ca	tān vikārāṃś ca
SS.5.2	SS.5.2.33	H	grouped-minor	nasal-anusvara	n	ṃ	tu		dūṣayed dhātun	dūṣayed dhātuṃ
SS.5.2	SS.5.2.35	K	grouped-minor	punctuation	 		ya	pr	cāmāśaya prāptaṃ	cāmāśayaprāptaṅ
SS.5.2	SS.5.2.35	K	grouped-minor	nasal-anusvara	ṃ	ṅ	ta		cāmāśaya prāptaṃ	cāmāśayaprāptaṅ
SS.5.2	SS.5.2.35	H	grouped-minor	punctuation	 		ya	pr	cāmāśaya prāptaṅ	cāmāśayaprāptaṅ
SS.5.2	SS.5.2.36	H	grouped-minor	nasal-anusvara	ṃ	m	śa		bhṛśaṃ	bhṛśam
SS.5.2	SS.5.2.36	H	grouped-minor	degemination	b		rb	al	durbbale	durbale
SS.5.2	SS.5.2.39	H	grouped-minor	nasal-anusvara	ṃ	ñ	sa	jñ	saṃjñāpraṇāśaś ca	sañjñāpraṇāśaś ca
SS.5.2	SS.5.2.39	H	grouped-minor	nasal-anusvara	ñ	ṃ	śa		bhṛśañ	bhṛśaṃ
SS.5.2	SS.5.2.40	H	grouped-minor	degemination	m		ir	ma	sarpirmmadhubhyāṃ	sarpirmadhubhyāṃ
SS.5.2	SS.5.2.40	K	grouped-minor	nasal-anusvara	ṃ	m	ra		pāyayen naraṃ	pāyayen naram
SS.5.2	SS.5.2.41	H	grouped-minor	punctuation	|		 |	 t	pāyayet || tṛtīye	pāyayet | tṛtīye
SS.5.2	SS.5.2.42	H	grouped-minor	nasal-anusvara	ñ	ṃ	hu		sindhuñ	sindhuṃ
SS.5.2	SS.5.2.42	H	grouped-minor	punctuation	|		 |	 p	pāyayed bhiṣak || pañcame	pāyayed bhiṣak | pañcame
SS.5.2	SS.5.2.44	K	grouped-minor	nasal-anusvara	ṃ	m	hā		dadyād viṣāpahāṃ	dadyād viṣāpahām
SS.5.2	SS.5.2.45	H	grouped-minor	nasal-anusvara	ṃ	m	ya		bṛhatīdvayaṃ	bṛhatīdvayam
SS.5.2	SS.5.2.48	H	grouped-minor	nasal-anusvara	ṃ	ṅ	ya	gu	priyaṃgu	priyaṅgu
SS.5.2	SS.5.2.48	K	grouped-minor	nasal-anusvara	ṅ	ṃ	vā	śu	sārivāṅśumatī	sārivāṃśumatī
SS.5.2	SS.5.2.49	H	grouped-minor	degemination	v		rv	āṇ	sarvvāṇi	sarvāṇi
SS.5.2	SS.5.2.50	H	grouped-minor	nasal-anusvara	n	ṃ	da		idan	idaṃ
SS.5.2	SS.5.2.50	K	grouped-minor	nasal-anusvara	ṃ	m	ha		dūṣīviṣāpahaṃ	dūṣīviṣāpaham
SS.5.2	SS.5.2.50	H	grouped-minor	nasal-anusvara	ṃ	m	ha		dūṣīviṣāpahaṃ	dūṣīviṣāpaham
SS.5.2	SS.5.2.51	H	grouped-minor	nasal-anusvara	ṃ	ṅ	ka		bālakaṃ	bālakaṅ
SS.5.2	SS.5.2.52	H	grouped-minor	degemination	n			nā	nnāmnā tu na	nāmnā tu na
SS.5.2	SS.5.2.53	H	grouped-minor	nasal-anusvara	n	ṃ	yā		murcchāyān	murcchāyāṃ
SS.5.2	SS.5.2.55	H	grouped-minor	degemination	j		ar	ja	varjjanīyam	varjanīyam
SS.5.2	SS.5.2.55	K	editorial-surface	other	to 	'		ny	to nyad ahitāśina ||	'nyad ahitāśinaḥ
SS.5.2	SS.5.2.55	K	editorial-surface	other	 ||	ḥ	na		to nyad ahitāśina ||	'nyad ahitāśinaḥ
SS.5.2	SS.5.2.55	H	editorial-surface	other	 ||	ḥ	na		'nyad ahitāśina ||	'nyad ahitāśinaḥ
SS.5.3	SS.5.3.5.1	H	grouped-minor	punctuation	 		sa	dṛ	niśvāsa dṛṣṭiviṣā	niśvāsadṛṣṭiviṣāḥ
SS.5.3	SS.5.3.5.1	H	grouped-minor	insertion		ḥ	ṣā		niśvāsa dṛṣṭiviṣā	niśvāsadṛṣṭiviṣāḥ
SS.5.3	SS.5.3.5.4	K	grouped-minor	punctuation	 		pa	pi	kiṭipa picciṭā kaṣāyavāsika sarṣapaka toṭaka varcaḥkīṭāḥ	kiṭipapicciṭākaṣāyavāsikasarṣapakatoṭakavarcaḥkīṭāḥ
SS.5.3	SS.5.3.5.4	K	grouped-minor	punctuation	 		ṭā	ka	kiṭipa picciṭā kaṣāyavāsika sarṣapaka toṭaka varcaḥkīṭāḥ	kiṭipapicciṭākaṣāyavāsikasarṣapakatoṭakavarcaḥkīṭāḥ
SS.5.3	SS.5.3.5.4	K	grouped-minor	punctuation	 		ka	sa	kiṭipa picciṭā kaṣāyavāsika sarṣapaka toṭaka varcaḥkīṭāḥ	kiṭipapicciṭākaṣāyavāsikasarṣapakatoṭakavarcaḥkīṭāḥ
SS.5.3	SS.5.3.5.4	K	grouped-minor	punctuation	 		ka	to	kiṭipa picciṭā kaṣāyavāsika sarṣapaka toṭaka varcaḥkīṭāḥ	kiṭipapicciṭākaṣāyavāsikasarṣapakatoṭakavarcaḥkīṭāḥ
SS.5.3	SS.5.3.5.4	K	grouped-minor	punctuation	 		ka	va	kiṭipa picciṭā kaṣāyavāsika sarṣapaka toṭaka varcaḥkīṭāḥ	kiṭipapicciṭākaṣāyavāsikasarṣapakatoṭakavarcaḥkīṭāḥ
SS.5.3	SS.5.3.5.4	H	grouped-minor	deletion	ḥ		yā		kauṇḍinyāḥ	kauṇḍinyā
SS.5.3	SS.5.3.5.10	H	grouped-minor	degemination	p		rp	a 	sarppa kaṇṭaka varaki matsyāsthi	sarpakaṇṭakavarakimatsyāsthi
SS.5.3	SS.5.3.5.10	H	grouped-minor	punctuation	 		pa	ka	sarppa kaṇṭaka varaki matsyāsthi	sarpakaṇṭakavarakimatsyāsthi
SS.5.3	SS.5.3.5.10	H	grouped-minor	punctuation	 		ka	va	sarppa kaṇṭaka varaki matsyāsthi	sarpakaṇṭakavarakimatsyāsthi
SS.5.3	SS.5.3.5.10	H	grouped-minor	punctuation	 		ki	ma	sarppa kaṇṭaka varaki matsyāsthi	sarpakaṇṭakavarakimatsyāsthi
SS.5.3	SS.5.3.5.11	H	grouped-minor	punctuation	 		li	ma	śakali matsya raktarājīvakimatsyāḥ	śakalimatsyaraktarājīvakimatsyāḥ
SS.5.3	SS.5.3.5.11	H	grouped-minor	punctuation	 		ya	ra	śakali matsya raktarājīvakimatsyāḥ	śakalimatsyaraktarājīvakimatsyāḥ
SS.5.3	SS.5.3.5.12	K	grouped-minor	punctuation	 		ma	tu	sūkṣma tuṇḍocciṭiṅga vāraṭi śatapadi valabhikaśṛṅga bhramarāḥ	sūkṣmatuṇḍocciṭiṅgavāraṭiśatapadivalabhikaśṛṅgabhramarāḥ
SS.5.3	SS.5.3.5.12	K	grouped-minor	punctuation	 		ga	vā	sūkṣma tuṇḍocciṭiṅga vāraṭi śatapadi valabhikaśṛṅga bhramarāḥ	sūkṣmatuṇḍocciṭiṅgavāraṭiśatapadivalabhikaśṛṅgabhramarāḥ
SS.5.3	SS.5.3.5.12	K	grouped-minor	punctuation	 		ṭi	śa	sūkṣma tuṇḍocciṭiṅga vāraṭi śatapadi valabhikaśṛṅga bhramarāḥ	sūkṣmatuṇḍocciṭiṅgavāraṭiśatapadivalabhikaśṛṅgabhramarāḥ
SS.5.3	SS.5.3.5.12	K	grouped-minor	punctuation	 		di	va	sūkṣma tuṇḍocciṭiṅga vāraṭi śatapadi valabhikaśṛṅga bhramarāḥ	sūkṣmatuṇḍocciṭiṅgavāraṭiśatapadivalabhikaśṛṅgabhramarāḥ
SS.5.3	SS.5.3.5.12	K	grouped-minor	punctuation	 		ga	bh	sūkṣma tuṇḍocciṭiṅga vāraṭi śatapadi valabhikaśṛṅga bhramarāḥ	sūkṣmatuṇḍocciṭiṅgavāraṭiśatapadivalabhikaśṛṅgabhramarāḥ
SS.5.3	SS.5.3.6	H	grouped-minor	degemination	g		rg	āṃ	mārggāṃś	mārgāṃś
SS.5.3	SS.5.3.8	H	grouped-minor	gemination		c		ch	charddimohajvaraśophaśūlān | arcchanti	cchardimohajvaraśophaśūlān | arcchanti
SS.5.3	SS.5.3.8	H	grouped-minor	degemination	d		ar	di	charddimohajvaraśophaśūlān | arcchanti	cchardimohajvaraśophaśūlān | arcchanti
SS.5.3	SS.5.3.8	H	grouped-minor	nasal-anusvara	n	ṃ	gā		rogān	rogāṃ
SS.5.3	SS.5.3.9	H	grouped-minor	degemination	ṇ		rṇ	āv	dhavāśvakarṇṇāv	dhavāśvakarṇāv
SS.5.3	SS.5.3.9	K	grouped-minor	punctuation	 		ka	mu	sidhraka muṣkakau ca	sidhrakamuṣkakau ca
SS.5.3	SS.5.3.9	H	grouped-minor	punctuation	 		ka	mu	sidhraka muṣkakau ca	sidhrakamuṣkakau ca
SS.5.3	SS.5.3.12	H	grouped-minor	degemination	g		ār	gā	yojyamārggān | siñced athādbhiś	yojyamārgān | siñced athādbhiś
SS.5.3	SS.5.3.12	H	grouped-minor	degemination	m			mā	mmārggo	mārgo
SS.5.3	SS.5.3.12	H	grouped-minor	degemination	g		rg	o	mmārggo	mārgo
SS.5.3	SS.5.3.13	K	grouped-minor	nasal-anusvara	ṃ	m	tā		prayated yathoktāṃ	prayated yathoktām
SS.5.3	SS.5.3.14	H	editorial-surface	other	vy		v	āp	vvyāpa	vāpy
SS.5.3	SS.5.3.14	H	editorial-surface	other	a	y	āp		vvyāpa	vāpy
SS.5.3	SS.5.3.16	K	grouped-minor	deletion	ḥ		gā		khagāḥ	khagā
SS.5.3	SS.5.3.16	H	grouped-minor	degemination	c		rc	ha	kāsapratiśyāyaśirovikārān arcchanti	kāsapratiśyāyaśirovikārān archanti
SS.5.3	SS.5.3.16	K	grouped-minor	nasal-anusvara	ṃ	n	rā		tīvrāṃ	tīvrān
SS.5.3	SS.5.3.19	K	editorial-surface	ba-va	v	b	d 	ra	vadanād vrahmaṇas	vadanād brahmaṇas
SS.5.3	SS.5.3.19	H	editorial-surface	ba-va	v	b	d 	ra	vadanād vrahmaṇas	vadanād brahmaṇas
SS.5.3	SS.5.3.19	H	grouped-minor	nasal-anusvara	n	m	sā		tejasān	tejasām
SS.5.3	SS.5.3.20	K	grouped-minor	nasal-anusvara	ṃ	m	ra		mahāsuraṃ	mahāsuram
SS.5.3	SS.5.3.20	H	grouped-minor	nasal-anusvara	ṃ	m	ra		mahāsuraṃ	mahāsuram
SS.5.3	SS.5.3.23	K	grouped-minor	nasal-anusvara	ṃ	m	ta		antarīkṣāt mahīgataṃ	antarīkṣāt mahīgatam
SS.5.3	SS.5.3.23	H	grouped-minor	other	ṃ |	m	ta		antarīkṣāt mahīgataṃ |	antarīkṣāt mahīgatam
SS.5.3	SS.5.3.23	H	grouped-minor	punctuation	 		ni	ga	ni gacchati	nigacchati
SS.5.3	SS.5.3.25	K	grouped-minor	nasal-anusvara	ṃ	m	na		sarvadoṣaprakopanaṃ	sarvadoṣaprakopanam
SS.5.3	SS.5.3.25	H	grouped-minor	degemination	v		ar	va	sarvvadoṣaprakopanaṃ	sarvadoṣaprakopanam
SS.5.3	SS.5.3.25	H	grouped-minor	nasal-anusvara	ṃ	m	na		sarvvadoṣaprakopanaṃ	sarvadoṣaprakopanam
SS.5.3	SS.5.3.28	H	grouped-minor	degemination	m		ir	ma	nirmmathanād iva	nirmathanād iva
SS.5.3	SS.5.3.29	K	editorial-surface	ba-va	v	b		aḍ	vaḍiśavad daṃṣṭrā	baḍiśavad daṃṣṭrā
SS.5.3	SS.5.3.29	H	editorial-surface	ba-va	v	b		aḍ	vaḍiśavad draṃṣṭrā	baḍiśavad daṃṣṭrā
SS.5.3	SS.5.3.29	H	editorial-surface	deletion	r		 d	aṃ	vaḍiśavad draṃṣṭrā	baḍiśavad daṃṣṭrā
SS.5.3	SS.5.3.30	H	grouped-minor	degemination	v		ar	va	sarvvaviṣeṣūktaḥ	sarvaviṣeṣūktaḥ
SS.5.3	SS.5.3.31	H	grouped-minor	nasal-anusvara	n	ṃ	da		mandan	mandaṃ
SS.5.3	SS.5.3.33	H	grouped-minor	nasal-anusvara	ṃ	m	ha		prakhyāpya dehaṃ	prakhyāpya deham
SS.5.3	SS.5.3.33	H	grouped-minor	degemination	d		rd	it	laulyād viṣārdditam	laulyād viṣārditam
SS.5.3	SS.5.3.35ab	K	grouped-minor	punctuation	 		rā	da	prahārā daṃśavarjitaṃ	prahārādaṃśavarjitam
SS.5.3	SS.5.3.35ab	K	grouped-minor	nasal-anusvara	ṃ	m	ta		prahārā daṃśavarjitaṃ	prahārādaṃśavarjitam
SS.5.3	SS.5.3.35.1	H	editorial-surface	degemination	b		rb	hi	garbbhiṇi kuṣṭhimehirūkṣeṣu	garbhiṇīkuṣṭhimehirūkṣeṣu
SS.5.3	SS.5.3.35.1	H	editorial-surface	vowel-length	i 	ī	iṇ	ku	garbbhiṇi kuṣṭhimehirūkṣeṣu	garbhiṇīkuṣṭhimehirūkṣeṣu
SS.5.3	SS.5.3.35.1	H	editorial-surface	ba-va	v	b	a	al	avaleṣu	abaleṣu
SS.5.3	SS.5.3.35.2	H	editorial-surface	other	r	s		au	raukṣyātaikṣṇyoṣṇyād vikāsitvāt tathaiva	saukṣmyataikṣṇyoṣṇyād vikāsitvāt tathaiva
SS.5.3	SS.5.3.35.2	H	editorial-surface	nasal-anusvara		m	kṣ	yā	raukṣyātaikṣṇyoṣṇyād vikāsitvāt tathaiva	saukṣmyataikṣṇyoṣṇyād vikāsitvāt tathaiva
SS.5.3	SS.5.3.35.2	H	editorial-surface	vowel-length	ā	a	ṣy	ta	raukṣyātaikṣṇyoṣṇyād vikāsitvāt tathaiva	saukṣmyataikṣṇyoṣṇyād vikāsitvāt tathaiva
SS.5.3	SS.5.3.35.3	H	editorial-surface	degemination	v		rv	īy	nirvvīyam	nirvīryam
SS.5.3	SS.5.3.35.3	H	editorial-surface	insertion		r	vī	ya	nirvvīyam	nirvīryam
SS.5.3	SS.5.3.37	K	editorial-surface	insertion		r	ni		agni	agnir
SS.5.3	SS.5.3.37	H	editorial-surface	insertion		r	ni		agni	agnir
SS.5.3	SS.5.3.37	H	grouped-minor	degemination	d		ir	da	nirddahaty	nirdahaty
SS.5.3	SS.5.3.38	H	grouped-minor	degemination	j		rj	an	parivarjjanīyāḥ	parivarjanīyāḥ
SS.5.3	SS.5.3.39	H	grouped-minor	punctuation	 		hā	ti	āśughā ti	āśughāti
SS.5.3	SS.5.3.39	K	grouped-minor	gemination		j	or	ja	corjadviguṇaṃ	corjjadviguṇaṃ
SS.5.3	SS.5.3.39	H	grouped-minor	degemination	ṇ		īr	ṇa	ajīrṇṇapittānilapīḍiteṣu	ajīrṇapittānilapīḍiteṣu
SS.5.3	SS.5.3.39	K	editorial-surface	ba-va	v	b		āl	vāleṣu	bāleṣu
SS.5.3	SS.5.3.39	H	editorial-surface	ba-va	v	b		āl	vāleṣu	bāleṣu
SS.5.3	SS.5.3.39.add-1	H	grouped-minor	other	d	t	ve	 b	bhaved bhinnavalāsaheṣu	bhavet bhinnavalāsaheṣu
SS.5.3	SS.5.3.39.add-2	H	editorial-surface	punctuation	 		am	at	viṣam atair	viṣamatair
SS.5.3	SS.5.3.39.add-2	H	grouped-minor	punctuation	 ||		ti		samanudhāvati ||	samanudhāvati
SS.5.3	SS.5.3.41	K	grouped-minor	nasal-anusvara	ṃ	m	ma		jihmaṃ	jihmam
SS.5.3	SS.5.3.41	H	grouped-minor	nasal-anusvara	ṃ	m	ma		jihmaṃ	jihmam
SS.5.3	SS.5.3.43ab	H	grouped-minor	degemination	j		rj	ay	parivarjjayīteti	parivarjayīteti
SS.5.4	SS.5.4.1	K	grouped-minor	punctuation	 		pa	da	sarpa daṣṭa viṣa vijñānīyaṃ	sarpadaṣṭaviṣavijñānīyaṃ
SS.5.4	SS.5.4.1	K	grouped-minor	punctuation	 		ṭa	vi	sarpa daṣṭa viṣa vijñānīyaṃ	sarpadaṣṭaviṣavijñānīyaṃ
SS.5.4	SS.5.4.1	K	grouped-minor	punctuation	 		ṣa	vi	sarpa daṣṭa viṣa vijñānīyaṃ	sarpadaṣṭaviṣavijñānīyaṃ
SS.5.4	SS.5.4.6	K	grouped-minor	punctuation	 		ni	sa	hutāgni samavarcasaḥ | ye	hutāgnisamavarcasaḥ | ye
SS.5.4	SS.5.4.6	H	grouped-minor	punctuation	 		ni	sa	hutāgni samavarccasaḥ | ye	hutāgnisamavarcasaḥ | ye
SS.5.4	SS.5.4.6	H	grouped-minor	degemination	c		ar	ca	hutāgni samavarccasaḥ | ye	hutāgnisamavarcasaḥ | ye
SS.5.4	SS.5.4.8	K	grouped-minor	punctuation	| 		t 	kā	kiñcit | kāryam	kiñcit kāryam
SS.5.4	SS.5.4.9	H	grouped-minor	nasal-anusvara	m	ṃ	yā		saṃkhyām	saṃkhyāṃ
SS.5.4	SS.5.4.12	H	grouped-minor	degemination	v		rv	iṣ	nirvviṣā	nirviṣā
SS.5.4	SS.5.4.14	H	grouped-minor	degemination	p		ar	pa	sarppagātrāhataṃ	sarpagātrāhataṅ
SS.5.4	SS.5.4.14	H	grouped-minor	nasal-anusvara	ṃ	ṅ	ta		sarppagātrāhataṃ	sarpagātrāhataṅ
SS.5.4	SS.5.4.17	K	grouped-minor	nasal-anusvara	ṃ	m	ta		bhiṣajālpaviṣānvitaṃ	bhiṣajālpaviṣānvitam
SS.5.4	SS.5.4.19	H	grouped-minor	degemination	p		ar	pa	sarppagātrāhataṃ tu	sarpagātrāhatan tu
SS.5.4	SS.5.4.19	H	grouped-minor	nasal-anusvara	ṃ	n	ta	 t	sarppagātrāhataṃ tu	sarpagātrāhatan tu
SS.5.4	SS.5.4.20	H	editorial-surface	ba-va	v	b	ti	āl	tathātivāla vṛddhānāṃ	tathātibālavṛddhānāṃ
SS.5.4	SS.5.4.20	H	editorial-surface	punctuation	 		la	vṛ	tathātivāla vṛddhānāṃ	tathātibālavṛddhānāṃ
SS.5.4	SS.5.4.26	H	grouped-minor	degemination	c			ch	cchattraṃ	chatraṃ
SS.5.4	SS.5.4.26	H	grouped-minor	degemination	t		at	ra	cchattraṃ	chatraṃ
SS.5.4	SS.5.4.26	H	grouped-minor	nasal-anusvara	n	ṃ	ya		lakṣyan	lakṣyaṃ
SS.5.4	SS.5.4.26	K	grouped-minor	nasal-anusvara	ṃ	m	ja		tathādrijaṃ	tathādrijam
SS.5.4	SS.5.4.26	H	grouped-minor	nasal-anusvara	ṃ	m	ja		tathādrijaṃ	tathādrijam
SS.5.4	SS.5.4.28	H	grouped-minor	other	t	c	ci	 ś	kecit śūdrās te	kecic chūdrās te
SS.5.4	SS.5.4.28	H	grouped-minor	other	ś	ch	t 	ūd	kecit śūdrās te	kecic chūdrās te
SS.5.4	SS.5.4.31	H	grouped-minor	degemination	v		rv	āś	sarvvāś	sarvāś
SS.5.4	SS.5.4.30	H	grouped-minor	nasal-anusvara	m	ṃ	ya		dampatyayogād vijñeyam	dampatyayogād vijñeyaṃ
SS.5.4	SS.5.4.34.add-1	K	editorial-surface	ba-va	v	b		ab	vabhrūkuṭīmukho	babhrūkuṭīmukho
SS.5.4	SS.5.4.34.add-1	H	editorial-surface	ba-va	v	b		ab	vabhrūkuṭīmukho	babhrūkuṭīmukho
SS.5.4	SS.5.4.34.add-1	K	editorial-surface	insertion		ḥ	ra		vicitra	vicitraḥ
SS.5.4	SS.5.4.34.add-1	H	editorial-surface	insertion		ḥ	ra		vicitra	vicitraḥ
SS.5.4	SS.5.4.34.add-2	K	editorial-surface	ba-va	v	b		ab	vabhru	babhru
SS.5.4	SS.5.4.34.add-2	H	editorial-surface	ba-va	v	b		ab	vabhru	babhru
SS.5.4	SS.5.4.34.add-3	H	grouped-minor	degemination	d		ar	da	karddamas	kardamas
SS.5.4	SS.5.4.34.add-5	H	grouped-minor	nasal-anusvara	m	ṃ	nā		varṇṇānām	varṇṇānāṃ
SS.5.4	SS.5.4.34.add-5	H	grouped-minor	visarga	ḥ	s	jā		vyatirekajāḥ	vyatirekajās
SS.5.4	SS.5.4.34.add-5	H	grouped-minor	degemination	m			mā	mmātṛvad ity	mātṛvad ity
SS.5.4	SS.5.4.36	K	grouped-minor	punctuation	 		ta	hu	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	K	grouped-minor	punctuation	 		ha	ni	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	K	grouped-minor	punctuation	 		ta	ni	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	K	grouped-minor	punctuation	 		ni	ka	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	H	grouped-minor	punctuation	 		ta	hu	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	H	grouped-minor	punctuation	 		ha	ni	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	H	grouped-minor	punctuation	 		ta	ni	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	H	grouped-minor	punctuation	 		ni	ka	huta hutavaha niśita nistriṃśāśani kalpam	hutahutavahaniśitanistriṃśāśanikalpam
SS.5.4	SS.5.4.36	H	grouped-minor	avagraha		'		st	sti	'sti
SS.5.4	SS.5.4.36	K	grouped-minor	nasal-anusvara	ṃ	m	tu		anusartuṃ	anusartum
SS.5.4	SS.5.4.36	H	grouped-minor	degemination	t		rt	uṃ	anusarttuṃ	anusartum
SS.5.4	SS.5.4.36	H	grouped-minor	nasal-anusvara	ṃ	m	tu		anusarttuṃ	anusartum
SS.5.4	SS.5.4.36	H	grouped-minor	degemination	v		ar	va	sarvvavyañjanāvarodha	sarvavyañjanāvarodha
SS.5.4	SS.5.4.37	H	grouped-minor	degemination	v		ar	vī	darvvīkaraviṣeṇa	darvīkaraviṣeṇa
SS.5.4	SS.5.4.37	H	grouped-minor	nasal-anusvara	ṅ	ṃ	va		śirogauravaṅ	śirogauravaṃ
SS.5.4	SS.5.4.37	H	grouped-minor	nasal-anusvara	m	ṃ	ṇa		kṛṣṇalālāsravaṇam	kṛṣṇalālāsravaṇaṃ
